Country,Region,Producer,Wine name,Vintage,Unit size,WA score,Vinous score,Quantity, Offer Price 
France,Bordeaux,de Chevalier,"Domaine de Chevalier, Rouge Cru Classe, Pessac-Leognan",2018,12x75cl,95,94,1," $1,097.00 "
France,Bordeaux,de Rayne Vigneau,"Chateau de Rayne Vigneau Premier Cru Classe, Sauternes",2009,12x75cl,91,95,1, $859.00 
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2012,6x75cl,95,,4, $480.00 
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2015,12x75cl,93,94,1," $1,223.00 "
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2015,6x75cl,93,94,5, $474.00 
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2016,12x75cl,94,94,51, $974.00 
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2016,6x75cl,94,94,1, $652.00 
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2017,12x75cl,92,93,42," $1,094.00 "
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2018,12x75cl,95,92,9," $1,136.00 "
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2018,12x75cl,95,92,4," $1,194.00 "
France,Bordeaux,d'Issan,"Chateau d'Issan 3eme Cru Classe, Margaux",2019,6x75cl,94,94,56, $528.00 
France,Bordeaux,Duclot,"Duclot, Collection Assortment Case",2017,9x75cl,,,3," $7,528.00 "
France,Bordeaux,Duclot,"Duclot, Collection Assortment Case",2019,9x75cl,,,7," $11,493.00 "
France,Bordeaux,Ducru-Beaucaillou,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2010,12x75cl,99,96,1," $3,287.00 "
France,Bordeaux,Ducru-Beaucaillou,"La Croix Ducru-Beaucaillou, Saint-Julien",2014,6x75cl,92,92,1, $533.00 
France,Bordeaux,Ducru-Beaucaillou,"La Croix Ducru-Beaucaillou, Saint-Julien",2019,12x75cl,91,94,2, $803.00 
France,Bordeaux,Ducru-Beaucaillou,"La Croix Ducru-Beaucaillou, Saint-Julien",2020,12x75cl,90,93,11, $795.00 
France,Bordeaux,Ducru-Beaucaillou,"La Croix Ducru-Beaucaillou, Saint-Julien",2020,6x75cl,90,93,2, $419.00 
France,Bordeaux,Duhart-Milon,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2014,12x75cl,89,93,4," $1,380.00 "
France,Bordeaux,Duhart-Milon,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2014,6x75cl,89,93,1, $626.00 
France,Bordeaux,Duhart-Milon,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2015,6x75cl,90,91,2, $780.00 
France,Bordeaux,Duhart-Milon,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2016,6x75cl,93,92,37, $690.00 
France,Bordeaux,Duhart-Milon,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2019,6x75cl,94,,9, $705.00 
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",1944,1x75cl,,,1," $2,318.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",1999,12x37.5cl,92,90,1," $2,768.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",1999,6x75cl,92,90,1," $2,021.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2001,12x37.5cl,100,100,1," $3,210.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2002,12x37.5cl,93,90,1," $3,449.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2002,6x150cl,93,90,1," $6,288.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2007,12x75cl,98,95,1," $3,807.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2010,12x75cl,98,94,2," $4,827.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2010,6x75cl,98,94,10," $2,477.00 "
France,Bordeaux,d'Yquem,"Chateau d'Yquem Premier Cru Superieur, Sauternes",2015,12x37.5cl,100,94,1," $2,603.00 "
France,Bordeaux,Ferran,"Chateau Ferran, Rouge, Pessac-Leognan",2020,12x75cl,91,89,1, $483.00 
France,Bordeaux,Ferriere,"Chateau Ferriere 3eme Cru Classe, Margaux",2016,12x75cl,93,92,2, $795.00 
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2011,6x75cl,90,93,14," $1,496.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,12x75cl,91,88,9," $2,277.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2013,6x75cl,91,88,12," $1,178.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,12x75cl,94,95,5," $2,535.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,6x75cl,94,95,3," $1,214.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2016,6x75cl,97,98,10," $1,191.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,12x75cl,95,97,12," $2,179.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,6x75cl,95,97,4," $1,306.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2018,12x75cl,97,97,1," $3,111.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2020,6x75cl,100,96,2," $1,143.00 "
France,Bordeaux,Figeac,"Chateau Figeac Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2021,6x75cl,95.5,96,3," $1,150.00 "
France,Bordeaux,Figeac,"Petit-Figeac, Saint-Emilion Grand Cru",2020,12x75cl,91,89,1, $965.00 
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2014,12x75cl,94,92,10," $1,081.00 "
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2014,6x75cl,94,92,19, $765.00 
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2017,12x75cl,93,92,1," $1,351.00 "
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2017,6x75cl,93,92,1, $653.00 
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2019,6x75cl,94,97,79, $588.00 
France,Bordeaux,Gazin,"Chateau Gazin, Pomerol",2020,6x75cl,93.5,95,13, $590.00 
France,Bordeaux,Gracia,"Gracia, Saint-Emilion Grand Cru",2009,12x75cl,98,94,1," $3,074.00 "
France,Bordeaux,Grand-Puy-Lacoste,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2010,12x75cl,93,96,1," $1,396.00 "
France,Bordeaux,Grand-Puy-Lacoste,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2019,6x75cl,96,97,27, $476.00 
France,Bordeaux,Gruaud Larose,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2016,12x75cl,94,93,21," $1,398.00 "
France,Bordeaux,Gruaud Larose,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2019,12x75cl,95,96,1," $1,431.00 "
France,Bordeaux,Haut-Bailly,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2015,12x75cl,97,95,1," $1,618.00 "
France,Bordeaux,Haut-Bailly,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2017,12x75cl,95,95,3," $1,148.00 "
France,Bordeaux,Haut-Bailly,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2018,12x75cl,96,95,5," $1,450.00 "
France,Bordeaux,Haut-Bailly,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2018,6x75cl,96,95,1, $651.00 
France,Bordeaux,Haut-Bailly,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2019,6x75cl,96,96,7, $658.00 
France,Bordeaux,Haut-Bailly,"Haut-Bailly II, Pessac-Leognan",2019,12x75cl,89,93,14, $582.00 
France,Bordeaux,Haut-Batailley,"Chateau Haut-Batailley 5eme Cru Classe, Pauillac",2017,12x75cl,92,94,12," $1,028.00 "
France,Bordeaux,Haut-Batailley,"Chateau Haut-Batailley 5eme Cru Classe, Pauillac",2019,6x75cl,93,95,16, $495.00 
France,Bordeaux,Haut-Batailley,"Chateau Haut-Batailley 5eme Cru Classe, Pauillac",2020,12x75cl,92,93,1," $1,128.00 "
France,Bordeaux,Haut-Brion,"Chateau Bahans-Haut Brion, Pessac-Leognan",2005,12x75cl,93,93,1," $1,822.00 "
France,Bordeaux,Haut-Brion,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",1990,12x75cl,98,96,1," $13,408.00 "
France,Bordeaux,Haut-Brion,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2019,6x75cl,98,99,2," $3,077.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2008,6x150cl,91,92,1," $1,894.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2009,12x75cl,92,92,14," $2,230.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2010,12x75cl,93,89,3," $1,885.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2010,6x75cl,93,89,1," $1,072.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2011,12x75cl,90,91,12," $1,812.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2011,6x75cl,90,91,16, $822.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2012,12x75cl,90,90,8," $2,011.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2012,3x75cl,90,90,9, $412.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2012,6x75cl,90,90,24, $892.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2014,6x75cl,91,90,1, $731.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2015,12x75cl,93,,22," $2,151.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2015,6x75cl,93,,42," $1,047.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2016,6x75cl,93,92,8, $834.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2017,6x75cl,92,88,22, $906.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2018,6x75cl,92,92,16," $1,042.00 "
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2019,6x75cl,93,90,7, $890.00 
France,Bordeaux,Haut-Brion,"Le Clarence de Haut-Brion, Pessac-Leognan",2020,6x75cl,92,91,14, $937.00 
France,Bordeaux,Hosanna,"Chateau Hosanna, Pomerol",2001,6x75cl,93,91,2," $1,161.00 "
France,Bordeaux,Hosanna,"Chateau Hosanna, Pomerol",2014,6x75cl,93,95,1, $925.00 
France,Bordeaux,Kirwan,"Chateau Kirwan 3eme Cru Classe, Margaux",2010,6x75cl,88,91,2, $789.00 
France,Bordeaux,La Chenade,"La Chenade, Lalande de Pomerol",2019,6x75cl,92,89,4, $369.00 
France,Bordeaux,La Clotte,"Chateau La Clotte Grand Cru Classe, Saint-Emilion Grand Cru",2016,6x75cl,95,91,1, $576.00 
France,Bordeaux,La Conseillante,"Chateau La Conseillante, Pomerol",2013,12x75cl,89,87,2," $1,355.00 "
France,Bordeaux,La Conseillante,"Chateau La Conseillante, Pomerol",2017,12x75cl,97,93,7," $1,670.00 "
France,Bordeaux,La Conseillante,"Chateau La Conseillante, Pomerol",2017,6x75cl,97,93,1," $1,026.00 "
France,Bordeaux,La Conseillante,"Chateau La Conseillante, Pomerol",2019,3x75cl,99,93,2, $701.00 
France,Bordeaux,La Fleur-Petrus,"Chateau La Fleur-Petrus, Pomerol",2005,12x75cl,92,93,1," $3,005.00 "
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2014,6x75cl,91,88,18, $561.00 
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,12x75cl,97,97,16," $1,189.00 "
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2017,6x75cl,97,97,9, $611.00 
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2018,12x75cl,97,95,13," $1,108.00 "
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2018,6x75cl,97,95,1, $565.00 
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,12x75cl,95,,4," $1,158.00 "
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,95,,4, $474.00 
France,Bordeaux,La Gaffeliere,"Chateau La Gaffeliere Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2020,6x75cl,97,98,5, $572.00 
France,Bordeaux,La Lagune,"Chateau La Lagune 3eme Cru Classe, Haut-Medoc",2020,12x75cl,94,93,4, $861.00 
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2005,12x75cl,100,100,1," $5,471.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2006,6x150cl,94,92,1," $3,172.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2010,6x75cl,100,98,1," $3,651.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2012,12x75cl,96,94,2," $3,457.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2015,6x75cl,98,98,2," $2,284.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2016,6x75cl,98,97,1," $2,348.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2017,6x75cl,96,96,2," $1,095.00 "
France,Bordeaux,La Mission Haut-Brion,"Chateau La Mission Haut-Brion Cru Classe, Pessac-Leognan",2019,6x75cl,99,98,7," $2,119.00 "
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2012,12x75cl,90,91,36," $1,338.00 "
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2012,6x75cl,90,91,17, $499.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2014,6x75cl,88,91,19, $531.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2015,12x75cl,92,92,9," $1,226.00 "
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2015,6x75cl,92,92,12, $627.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2016,6x75cl,94,91,7, $592.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2017,6x75cl,91,92,8, $593.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2018,6x75cl,92,92,5, $574.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2019,6x75cl,92,91,2, $562.00 
France,Bordeaux,La Mission Haut-Brion,"La Chapelle de la Mission Haut-Brion, Pessac-Leognan",2020,6x75cl,93,90,2, $637.00 
France,Bordeaux,La Mondotte,"La Mondotte Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2012,6x75cl,95,91,3," $1,411.00 "
France,Bordeaux,La Mondotte,"La Mondotte Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,6x75cl,95,95,28," $1,580.00 "
France,Bordeaux,La Mondotte,"La Mondotte Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2019,6x75cl,95,92,5, $928.00 
France,Bordeaux,La Mondotte,"La Mondotte, Saint-Emilion Grand Cru",2006,6x75cl,93,94,1," $1,050.00 "
France,Bordeaux,La Mondotte,"La Mondotte, Saint-Emilion Grand Cru",2010,6x75cl,96,94,1," $1,673.00 "
France,Bordeaux,La Tour Carnet,"Chateau La Tour Carnet 4eme Cru Classe, Haut-Medoc",2016,12x75cl,91,90,16, $713.00 
France,Bordeaux,La Tour Carnet,"Chateau La Tour Carnet 4eme Cru Classe, Haut-Medoc",2017,12x75cl,89,90,17, $767.00 
France,Bordeaux,La Tour Carnet,"Chateau La Tour Carnet 4eme Cru Classe, Haut-Medoc",2018,12x75cl,90,89,2, $663.00 
France,Bordeaux,La Tour Carnet,"Chateau La Tour Carnet 4eme Cru Classe, Haut-Medoc",2019,6x75cl,91,92,17, $431.00 
France,Bordeaux,Lafite Rothschild,"Carruades de Lafite, Pauillac",2018,6x75cl,94,93,1," $1,518.00 "
France,Bordeaux,Lafite Rothschild,"Carruades de Lafite, Pauillac",2019,6x75cl,92,88,1," $1,750.00 "
France,Bordeaux,Lafite Rothschild,"Carruades de Lafite, Pauillac",2020,6x75cl,91,92,2," $1,606.00 "
France,Bordeaux,Lafite Rothschild,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2016,6x75cl,99,97,1," $4,651.00 "
France,Bordeaux,Lafite Rothschild,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2018,6x75cl,100,96,6," $4,772.00 "
France,Bordeaux,Lafleur,"Chateau Lafleur, Pomerol",2014,1x75cl,95,95,2, $641.00 
France,Bordeaux,Lafleur,"Chateau Lafleur, Pomerol",2017,1x75cl,98,100,1, $833.00 
France,Bordeaux,Lafleur,"G Acte 3, Guinaudeau, Bordeaux Superieur",2011,6x75cl,,86,4, $468.00 
France,Bordeaux,Lafleur,"G Acte 8, Guinaudeau, Bordeaux Superieur",2016,6x75cl,,94,2, $439.00 
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2016,12x75cl,92,95,12," $1,086.00 "
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2017,12x75cl,86,92,15, $860.00 
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2018,6x75cl,91,93,7, $405.00 
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2019,6x75cl,,93,31, $417.00 
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2020,12x75cl,91.5,96,7, $734.00 
France,Bordeaux,Lafon-Rochet,"Chateau Lafon-Rochet 4eme Cru Classe, Saint-Estephe",2020,6x75cl,91.5,96,1, $427.00 
France,Bordeaux,Lagrange,"Chateau Lagrange 3eme Cru Classe, Saint-Julien",2017,12x75cl,93,89,2," $1,020.00 "
France,Bordeaux,Lagrange,"Chateau Lagrange 3eme Cru Classe, Saint-Julien",2019,12x75cl,95,95,11, $951.00 
France,Bordeaux,Lagrange,"Chateau Lagrange 3eme Cru Classe, Saint-Julien",2019,12x75cl,95,95,2, $979.00 
France,Bordeaux,Lagrange,"Chateau Lagrange 3eme Cru Classe, Saint-Julien",2021,6x75cl,93,93,1, $462.00 
France,Bordeaux,Langoa Barton,"Chateau Langoa Barton 3eme Cru Classe, Saint-Julien",2019,6x75cl,94,94,10, $390.00 
France,Bordeaux,Langoa Barton,"Chateau Langoa Barton 3eme Cru Classe, Saint-Julien",2020,6x75cl,94,92,2, $358.00 
France,Bordeaux,Larcis Ducasse,"Chateau Larcis Ducasse Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2012,12x75cl,95,92,1," $1,410.00 "
France,Bordeaux,Larcis Ducasse,"Chateau Larcis Ducasse Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,3x150cl,95,,1, $556.00 
France,Bordeaux,Larcis Ducasse,"Chateau Larcis Ducasse Premier Grand Cru Classe B, Saint-Emilion Grand Cru",2015,6x75cl,95,,4, $625.00 
France,Bordeaux,Laroque,"Chateau Laroque Grand Cru Classe, Saint-Emilion Grand Cru",2019,12x75cl,94,90,4, $828.00 
France,Bordeaux,Laroque,"Chateau Laroque Grand Cru Classe, Saint-Emilion Grand Cru",2020,6x75cl,93,96,1, $420.00 
France,Bordeaux,Laroque,"Chateau Laroque Grand Cru Classe, Saint-Emilion Grand Cru",2021,6x75cl,93.5,92,42, $341.00 
France,Bordeaux,Lascombes,"Chateau Lascombes 2eme Cru Classe, Margaux",2015,12x75cl,94,92,7," $1,404.00 "
France,Bordeaux,Lascombes,"Chateau Lascombes 2eme Cru Classe, Margaux",2017,12x75cl,94,93,1," $1,011.00 "
France,Bordeaux,Lascombes,"Chateau Lascombes 2eme Cru Classe, Margaux",2018,12x75cl,93,91,1," $1,019.00 "
France,Bordeaux,Latour,"Chateau Latour Premier Cru Classe, Pauillac",2013,6x75cl,93,91,1," $3,663.00 "
France,Bordeaux,Latour,"Chateau Latour Premier Cru Classe, Pauillac",2014,1x75cl,96,95,3, $505.00 
France,Bordeaux,Latour,"Les Forts de Latour, Pauillac",2010,6x75cl,94,95,1," $1,625.00 "
France,Bordeaux,Latour,"Les Forts de Latour, Pauillac",2012,6x75cl,92,93,4," $1,308.00 "
France,Bordeaux,Le Dome,"Le Dome, Saint-Emilion Grand Cru",2009,6x75cl,99,95,1," $1,396.00 "
France,Bordeaux,L'Eglise-Clinet,"Chateau L'Eglise-Clinet, Pomerol",1998,6x75cl,96,95,2," $2,497.00 "
France,Bordeaux,L'Eglise-Clinet,"Chateau L'Eglise-Clinet, Pomerol",2008,6x75cl,95,95,5," $1,206.00 "
France,Bordeaux,L'Eglise-Clinet,"Chateau L'Eglise-Clinet, Pomerol",2011,6x75cl,95,94,3, $984.00 
France,Bordeaux,L'Eglise-Clinet,"Chateau L'Eglise-Clinet, Pomerol",2019,6x75cl,98,98,1," $1,815.00 "
France,Bordeaux,Leoville Barton,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2015,12x75cl,95,95,1," $1,583.00 "
France,Bordeaux,Leoville Barton,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2017,12x75cl,95,96,1, $990.00 
France,Bordeaux,Leoville Barton,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2018,12x75cl,94,94,7," $1,035.00 "
France,Bordeaux,Leoville Barton,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2020,6x75cl,95.5,96,4, $726.00 
France,Bordeaux,Leoville Barton,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2021,6x75cl,94,94,1, $627.00 
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",1990,12x75cl,96,94,1," $5,926.00 "
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",1996,12x75cl,98,96,2," $4,373.00 "
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2003,6x75cl,96,93,1," $1,269.00 "
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2012,6x75cl,93,92,1," $1,014.00 "
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2016,6x75cl,100,98,1," $2,056.00 "
France,Bordeaux,Leoville Las Cases,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2021,6x75cl,96,95,1, $941.00 
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2009,12x75cl,98,95,1," $2,976.00 "
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2010,12x75cl,94,91.5,1," $2,143.00 "
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2015,12x75cl,94,95,3," $1,238.00 "
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2016,6x75cl,97,96,1, $809.00 
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2017,12x75cl,94,93,15," $1,079.00 "
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2017,6x75cl,94,93,1, $547.00 
France,Bordeaux,Leoville Poyferre,"Chateau Leoville Poyferre 2eme Cru Classe, Saint-Julien",2019,6x75cl,96,96,4, $699.00 
