Country,Region,Producer,Wine name,Vintage,Unit size,WA score,Vinous score,Quantity, Offer Price 
France,Burgundy,Anne-Francoise Gros,"Domaine Anne-Francoise Gros, Richebourg Grand Cru",2013,3x75cl,,95,1," $2,336.00 "
France,Burgundy,Anne-Francoise Gros,"Domaine Anne-Francoise Gros, Vosne-Romanee Premier Cru, Clos de la Fontaine",2013,6x75cl,,,2," $1,028.00 "
France,Burgundy,Anne-Francoise Gros,"Domaine Anne-Francoise Gros, Vosne-Romanee, Aux Reas",2013,6x75cl,,87,2, $834.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Bonnes Mares Grand Cru",2016,3x75cl,,93.5,1," $1,319.00 "
France,Burgundy,Arlaud,"Domaine Arlaud, Chambolle-Musigny Premier Cru, Les Sentiers",2017,6x75cl,,91,1, $728.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Charmes-Chambertin Grand Cru",2017,6x75cl,,,2," $1,397.00 "
France,Burgundy,Arlaud,"Domaine Arlaud, Clos de la Roche Grand Cru",2017,6x75cl,,93,1," $3,356.00 "
France,Burgundy,Arlaud,"Domaine Arlaud, Clos de la Roche Grand Cru",2019,6x75cl,,94,1," $2,414.00 "
France,Burgundy,Arlaud,"Domaine Arlaud, Clos Saint-Denis Grand Cru",2008,6x75cl,92,93,1," $3,235.00 "
France,Burgundy,Arlaud,"Domaine Arlaud, Gevrey-Chambertin",2018,6x75cl,,,1, $614.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Blanchards",2013,6x75cl,,,8, $944.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Blanchards",2014,6x75cl,,91,1, $772.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Blanchards",2017,6x75cl,,92,1, $689.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Blanchards",2019,6x75cl,,92,1, $837.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Ruchots",2014,6x75cl,,89,2, $779.00 
France,Burgundy,Arlaud,"Domaine Arlaud, Morey-Saint-Denis Premier Cru, Les Ruchots",2016,6x75cl,,92,2, $716.00 
France,Burgundy,Arlot,"Domaine Arlot, Nuits-Saint-Georges Premier Cru, Mont Oiseaux",2019,6x75cl,90,89,1, $802.00 
France,Burgundy,Armand Heitz,"Armand Heitz, Chassagne-Montrachet Premier Cru, Morgeot Blanc",2019,6x75cl,,,1," $1,325.00 "
France,Burgundy,Armand Heitz,"Armand Heitz, Chassagne-Montrachet Premier Cru, Tete du Clos",2019,6x75cl,,,1," $1,819.00 "
France,Burgundy,Armand Heitz,"Armand Heitz, Chevalier-Montrachet Grand Cru",2019,3x75cl,,,1," $2,771.00 "
France,Burgundy,Armand Heitz,"Armand Heitz, Meursault Premier Cru, Perrieres",2019,6x75cl,,,1," $1,431.00 "
France,Burgundy,Armand Heitz,"Armand Heitz, Pommard Premier Cru, Les Poutures",2019,6x75cl,,,2, $769.00 
France,Burgundy,Armand Heitz,"Armand Heitz, Pommard, Les Vaumuriens",2020,6x75cl,,,1, $636.00 
France,Burgundy,Armand Heitz,"Armand Heitz, Saint-Aubin Premier Cru, Les Combes au Sud",2019,6x75cl,,,1, $757.00 
France,Burgundy,Armand Heitz,"Armand Heitz, Volnay Premier Cru, Taille Pieds",2019,6x75cl,,,1, $750.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Pezerolles",2016,6x75cl,,,1, $588.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Pezerolles",2017,6x75cl,,90,2, $731.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Poutures",2015,6x75cl,88,,1, $954.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Poutures",2016,6x75cl,,91,1, $644.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Poutures",2018,6x75cl,,92,1, $799.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Rugiens",2017,6x75cl,,92,2, $743.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Pommard Premier Cru, Les Rugiens",2018,6x75cl,,,1, $696.00 
France,Burgundy,Armand Heitz,"Domaine Heitz-Lochardet, Volnay Premier Cru, Taille Pieds",2016,6x75cl,,,1, $889.00 
France,Burgundy,Armand Rousseau,"Domaine Armand Rousseau, Clos de la Roche Grand Cru",1988,1x75cl,,,1," $1,276.00 "
France,Burgundy,Armand Rousseau,"Domaine Armand Rousseau, Gevrey-Chambertin",2019,6x75cl,94,87,1," $3,236.00 "
France,Burgundy,Arnaud Mortet,"Arnaud Mortet, Gevrey-Chambertin, Ma Cuvee",2018,6x75cl,,,3, $876.00 
France,Burgundy,Arnaud Mortet,"Arnaud Mortet, Mazoyeres-Chambertin Grand Cru",2018,6x75cl,92,94,1," $1,959.00 "
France,Burgundy,Arnoux-Lachaux,"Domaine Arnoux-Lachaux, Nuits-Saint-Georges Premier Cru, Clos des Corvees Pagets",2017,6x75cl,92,92,1," $12,371.00 "
France,Burgundy,Arnoux-Lachaux,"Domaine Arnoux-Lachaux, Nuits-Saint-Georges Premier Cru, Les Proces",2009,6x75cl,,90,1," $4,779.00 "
France,Burgundy,Arnoux-Lachaux,"Domaine Arnoux-Lachaux, Nuits-Saint-Georges, Rouge",2017,6x75cl,93,90,1," $3,887.00 "
France,Burgundy,Arnoux-Lachaux,"Domaine Arnoux-Lachaux, Romanee-Saint-Vivant Grand Cru",2012,6x75cl,,94,1," $10,002.00 "
France,Burgundy,Arnoux-Lachaux,"Domaine Arnoux-Lachaux, Vosne-Romanee Premier Cru, Aux Reignots",2016,3x75cl,94,93,1," $8,115.00 "
France,Burgundy,Ballot Millot,"Ballot Millot, Chassagne-Montrachet Premier Cru, Morgeot Tete de Clos",2019,6x75cl,,92,1, $658.00 
France,Burgundy,Ballot Millot,"Ballot Millot, Meursault, Les Narvaux",2013,3x150cl,,,2, $715.00 
France,Burgundy,Ballot Millot,"Ballot Millot, Meursault, Les Narvaux",2017,6x75cl,,,1, $854.00 
France,Burgundy,Ballot Millot,"Ballot Millot, Pommard Premier Cru, Charmots",2020,6x75cl,,,1, $774.00 
France,Burgundy,Baron Thenard,"Domaine Baron Thenard, Montrachet Grand Cru",2017,6x75cl,,,1," $4,291.00 "
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Meursault Premier Cru, Genevrieres",2019,6x75cl,,87,1, $995.00 
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Nuits-Saint-Georges Premier Cru, Aux Thorey",2015,6x75cl,,,1," $1,554.00 "
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Volnay Premier Cru, Les Caillerets",2016,6x75cl,91,94,1," $1,212.00 "
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Volnay Premier Cru, Les Mitans",2019,12x75cl,,91,2," $1,537.00 "
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Vosne-Romanee",2019,6x75cl,,87,1, $871.00 
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Vosne-Romanee",2020,6x75cl,,88,1, $586.00 
France,Burgundy,Benjamin Leroux,"Benjamin Leroux, Vosne-Romanee, Au-dessus des Malconsorts",2018,1x150cl,93,94,1, $619.00 
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Chambolle-Musigny Premier Cru, Les Plantes",2018,6x75cl,,89,1," $1,292.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Fixin",2018,12x75cl,,87,2, $981.00 
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Fixin Premier Cru, Arvelets",2018,6x75cl,,,2, $813.00 
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Fixin, Les Champs des Charmes",2019,12x75cl,,,1," $1,268.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Fixin, Les Crais",2018,12x75cl,,90,1," $1,072.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Gevrey-Chambertin",2017,12x75cl,,89,4," $1,220.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Vosne-Romanee",2017,12x75cl,,90,1," $1,403.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Vosne-Romanee",2018,12x75cl,,89,1," $1,695.00 "
France,Burgundy,Berthaut-Gerbet,"Domaine Berthaut-Gerbet, Vosne-Romanee Premier Cru, Les Suchots",2018,6x75cl,,,1," $1,168.00 "
France,Burgundy,Bizot,"Domaine Bizot, Bourgogne, Le Chapitre",2016,1x75cl,,,1," $1,668.00 "
France,Burgundy,Bizot,"Domaine Bizot, Puligny-Montrachet Premier Cru, Les Combettes",2017,12x75cl,,,2," $2,663.00 "
France,Burgundy,Bonneau du Martray,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2015,6x75cl,93,95,2," $2,042.00 "
France,Burgundy,Bonneau du Martray,"Domaine Bonneau du Martray, Corton-Charlemagne Grand Cru",2016,6x75cl,94,93,4," $3,254.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Beaune Premier Cru, Clos Saint-Landry",2020,6x75cl,,89,2, $757.00 
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Chapelle-Chambertin Grand Cru",2013,6x75cl,89,93,1," $1,571.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Chapelle-Chambertin Grand Cru",2016,6x75cl,88,94,1," $1,797.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Chevalier-Montrachet Grand Cru",2014,6x75cl,94,95,1," $2,140.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Chevalier-Montrachet Grand Cru, La Cabotte",2010,6x75cl,,96,1," $3,977.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Chevalier-Montrachet Grand Cru, La Cabotte",2014,6x75cl,92,94,2," $2,969.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Corton-Charlemagne Grand Cru",2010,6x75cl,,95,2," $1,953.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Meursault Premier Cru, Genevrieres",2019,6x75cl,,94,1, $785.00 
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Montrachet Grand Cru",2007,1x75cl,94,,1, $794.00 
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Nuits-Saint-Georges Premier Cru, Les Cailles",2014,6x75cl,,92,1," $1,266.00 "
France,Burgundy,Bouchard Pere et Fils,"Bouchard Pere et Fils, Volnay Premier Cru, Clos des Chenes",2017,6x75cl,,,2, $801.00 
France,Burgundy,Bouchard Pere et Fils,"Domaine Bouchard Pere et Fils, Clos de Vougeot Grand Cru",2014,6x75cl,93,93,1," $1,144.00 "
France,Burgundy,Bouchard Pere et Fils,"Domaine Bouchard Pere et Fils, Corton Grand Cru, Le Corton",2018,6x75cl,93,86,1," $1,079.00 "
France,Burgundy,Bouchard Pere et Fils,"Domaine Bouchard Pere et Fils, Corton Grand Cru, Le Corton",2019,6x75cl,94,88,1," $1,068.00 "
France,Burgundy,Bruno Clavelier,"Domaine Bruno Clavelier, Corton Grand Cru, Le Rognet et Corton",2015,6x75cl,92,93,2, $984.00 
France,Burgundy,Buisson-Charles,"Buisson-Charles, Volnay Premier Cru, Santenots",2018,6x75cl,,,1, $702.00 
France,Burgundy,Bzikot,"Domaine Bzikot, Puligny-Montrachet Premier Cru, Les Folatieres",2019,12x75cl,,,2," $1,895.00 "
France,Burgundy,Camille Giroud,"Camille Giroud, Charmes-Chambertin Grand Cru",2015,6x75cl,,89.5,1," $1,413.00 "
France,Burgundy,Chantal Remy,"Chantal Remy, Chambertin Grand Cru",2013,1x150cl,94,,1, $621.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin Grand Cru",2016,6x75cl,,88,1," $3,500.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin Grand Cru",2017,6x75cl,,91.5,1," $3,337.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin Grand Cru",2018,6x75cl,,94,6," $2,888.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin Grand Cru",2019,6x75cl,,,2," $2,571.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin-Clos de Beze Grand Cru",2014,6x75cl,,,2," $3,095.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin-Clos de Beze Grand Cru",2016,6x75cl,,92.5,1," $3,424.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambertin-Clos de Beze Grand Cru",2018,6x75cl,,92,2," $3,133.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambolle-Musigny Premier Cru, Les Feusselottes",2020,6x75cl,,,1," $1,475.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambolle-Musigny Premier Cru, Les Lavrottes",2020,6x75cl,,,1, $881.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Chambolle-Musigny Premier Cru, Les Sentiers",2019,6x75cl,,,3," $1,293.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Charmes-Chambertin Grand Cru",2013,12x75cl,92,,2," $3,291.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Charmes-Chambertin Grand Cru",2014,6x75cl,,,6," $1,768.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Charmes-Chambertin Grand Cru",2019,6x75cl,,,2," $2,652.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Charmes-Chambertin Grand Cru",2020,6x75cl,,,6," $3,945.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru",2018,6x75cl,,87,7," $2,588.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru",2019,6x75cl,,,4," $1,141.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru, Les Chaumes",2020,6x75cl,,,5, $871.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru, Les Renardes",2013,12x75cl,,,2," $2,283.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru, Les Renardes",2016,6x75cl,,90.5,1, $993.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru, Les Renardes",2019,6x75cl,,,1, $953.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton Grand Cru, Les Renardes",2020,6x75cl,,,4, $830.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton-Charlemagne Grand Cru",2012,6x75cl,,,1," $1,586.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton-Charlemagne Grand Cru",2018,6x75cl,,92,1," $1,413.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Corton-Charlemagne Grand Cru",2019,6x75cl,,,1," $1,571.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Echezeaux Grand Cru",2012,12x75cl,,,1," $4,931.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Echezeaux Grand Cru",2019,6x75cl,,,1," $2,080.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin",2019,6x75cl,,,3, $525.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Cherbaudes",2016,12x75cl,,92.5,1," $1,358.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Cherbaudes",2018,6x75cl,,89,2, $893.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Fonteny",2017,6x75cl,,91,1, $916.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Fonteny",2018,6x75cl,,93,3," $1,212.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Fonteny",2019,6x75cl,,,5," $1,092.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, La Perriere",2019,6x75cl,,,3, $978.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Les Cazetiers",2014,6x75cl,,,1, $844.00 
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Gevrey-Chambertin Premier Cru, Les Cazetiers",2018,6x75cl,,93,8," $1,398.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Mazis-Chambertin Grand Cru",2014,6x75cl,,,3," $2,081.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Mazis-Chambertin Grand Cru",2019,6x75cl,,,2," $2,984.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Meursault Premier Cru, Charmes",2018,6x75cl,,91,2," $1,124.00 "
France,Burgundy,Charles van Canneyt,"Charles van Canneyt, Volnay Premier Cru, Santenots",2020,6x75cl,,,3, $958.00 
France,Burgundy,Claude Dugat,"Claude Dugat, Charmes-Chambertin Grand Cru",2017,6x75cl,94,93,1," $3,486.00 "
France,Burgundy,Claude Dugat,"Claude Dugat, Gevrey-Chambertin Premier Cru, Lavaut Saint-Jacques",2018,6x75cl,95,93,1," $2,059.00 "
France,Burgundy,Clos de Tart,"Clos de Tart, Clos de Tart Grand Cru",2007,6x75cl,93,91,1," $3,919.00 "
France,Burgundy,Clos de Tart,"Clos de Tart, Clos de Tart Grand Cru",2009,1x75cl,97,96,1, $521.00 
France,Burgundy,Comte Armand,"Comte Armand, Auxey-Duresses, Rouge",2020,6x75cl,,88,3, $322.00 
France,Burgundy,Comte Armand,"Comte Armand, Pommard Premier Cru, Clos des Epeneaux",2013,6x75cl,91,90,1," $1,016.00 "
France,Burgundy,Comte Armand,"Comte Armand, Pommard Premier Cru, Clos des Epeneaux",2015,6x75cl,95,92,1, $994.00 
France,Burgundy,Comte Armand,"Comte Armand, Pommard Premier Cru, Clos des Epeneaux",2017,6x75cl,94,89,2, $756.00 
France,Burgundy,Comte Armand,"Comte Armand, Volnay",2017,6x75cl,,88,2, $448.00 
France,Burgundy,Comte Armand,"Comte Armand, Volnay Premier Cru, Fremiets",2018,6x75cl,92,92,1, $815.00 
France,Burgundy,Comte Georges de Vogue,"Domaine Comte Georges de Vogue, Bonnes Mares Grand Cru",2018,1x150cl,,90,1," $1,571.00 "
France,Burgundy,Comte Georges de Vogue,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2011,3x75cl,92,95,1," $2,313.00 "
France,Burgundy,Comte Georges de Vogue,"Domaine Comte Georges de Vogue, Musigny Grand Cru, Cuvee Vieilles Vignes",2019,3x75cl,,98,1," $3,048.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Clos de Vougeot Grand Cru",2019,6x75cl,,93,1," $1,293.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Gevrey-Chambertin Premier Cru, Craipillot",2019,6x75cl,,92,1, $855.00 
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Nuits-Saint-Georges Premier Cru, Aux Vignerondes",2017,12x75cl,,,1," $1,402.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Vosne-Romanee",2019,6x75cl,,,2," $1,197.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Vosne-Romanee Premier Cru, Les Suchots",2011,6x75cl,,93,1," $1,258.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Vosne-Romanee Premier Cru, Les Suchots",2017,6x75cl,,86,2," $1,291.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Vosne-Romanee Premier Cru, Les Suchots",2018,6x75cl,,,1," $1,185.00 "
France,Burgundy,Confuron Cotetidot,"Domaine Confuron Cotetidot, Vosne-Romanee Premier Cru, Les Suchots",2019,12x75cl,,87,1," $1,925.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Bourgogne, Rouge",2017,6x75cl,,87,2, $334.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Bourgogne, Rouge",2020,6x75cl,,85,1, $386.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Bourgogne, Rouge",2021,6x75cl,,85,2, $433.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Chambolle-Musigny",2014,6x75cl,,,1, $715.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Chambolle-Musigny",2016,6x75cl,88,,9, $909.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Chambolle-Musigny",2017,6x75cl,,88,6, $564.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Chambolle-Musigny",2021,6x75cl,,87,1, $520.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2016,6x75cl,96,,4," $1,575.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2017,6x75cl,,92,3," $1,430.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2019,3x150cl,,93,1," $1,961.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2019,6x75cl,,93,1," $1,459.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de la Roche Grand Cru",2015,6x75cl,94,95,3," $2,867.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de la Roche Grand Cru",2016,6x150cl,94,96,1," $3,722.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de la Roche Grand Cru",2016,6x75cl,94,96,3," $1,852.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de la Roche Grand Cru",2017,6x75cl,,93,1," $1,451.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de la Roche Grand Cru",2020,6x75cl,,97,1," $2,258.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de Vougeot Grand Cru",2015,6x75cl,,,3," $2,665.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de Vougeot Grand Cru",2016,6x75cl,,,6," $1,640.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de Vougeot Grand Cru",2017,6x75cl,,90,3," $1,033.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos de Vougeot Grand Cru",2021,6x75cl,,92,1," $1,275.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Clos Saint-Denis Grand Cru",2017,6x75cl,,94,3," $3,329.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2015,6x75cl,93,94,4," $1,895.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2018,6x75cl,,93,1," $1,415.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2019,6x150cl,,94,1," $3,855.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2019,6x75cl,,94,6," $1,450.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2021,6x75cl,,93,2," $1,806.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Gevrey-Chambertin",2017,6x75cl,,90,5, $722.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Gevrey-Chambertin",2020,6x75cl,,89,1, $691.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Morey-Saint-Denis",2015,6x75cl,,95,15," $1,083.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Morey-Saint-Denis",2017,6x75cl,,90,11, $666.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Morey-Saint-Denis",2018,6x75cl,,90,3, $577.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2015,6x75cl,,,6, $790.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2016,6x75cl,94,,3," $1,261.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2017,6x75cl,,90,1, $549.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2018,6x75cl,,88,1, $545.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2019,6x75cl,,91,1, $606.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee",2020,6x75cl,,89,1, $583.00 
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee Premier Cru",2016,6x75cl,90,,2," $1,150.00 "
France,Burgundy,Coquard Loison Fleurot,"Domaine Coquard Loison Fleurot, Vosne-Romanee Premier Cru",2019,6x75cl,,92,1," $1,653.00 "
France,Burgundy,Coudray-Bizot,"Coudray-Bizot, Gevrey-Chambertin Premier Cru, Les Cazetiers",2017,12x75cl,,,1," $4,134.00 "
France,Burgundy,Cyprien Arlaud,"Cyprien Arlaud, Vosne-Romanee Premier Cru, Les Petits Monts",2019,6x75cl,,92,1," $1,220.00 "
France,Burgundy,d'Auvenay,"Domaine d'Auvenay, Bourgogne Aligote, Sous Chatelet",2013,3x75cl,,,1," $13,818.00 "
France,Burgundy,David Duband,"David Duband, Morey-Saint-Denis Premier Cru, Les Sorbes",2018,6x75cl,,,1, $955.00 
France,Burgundy,David Moreau,"David Moreau, Santenay Premier Cru, Clos des Mouches",2012,6x75cl,89,,2, $541.00 
France,Burgundy,de Bellene,"Domaine de Bellene, Beaune Premier Cru, Les Greves",2020,6x75cl,,,1, $848.00 
France,Burgundy,de Bellene,"Domaine de Bellene, Beaune Premier Cru, Les Greves",2021,6x75cl,,,2, $934.00 
France,Burgundy,de Bellene,"Domaine de Bellene, Nuits-Saint-Georges, Vieilles Vignes",2011,6x75cl,,,2, $479.00 
France,Burgundy,de Bellene,"Domaine de Bellene, Nuits-Saint-Georges, Vieilles Vignes",2020,6x75cl,,,1, $485.00 
France,Burgundy,de Bellene,"Domaine de Bellene, Nuits-Saint-Georges, Vieilles Vignes",2021,6x75cl,,,1, $473.00 
